ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0003018	vascular process in circulatory system	57/2803	235/28814	6.33561398494981e-11	1.0911531469364e-08	6.85423426675963e-09	Tacr1/Angpt1/Ece1/Capn1/Avpr1b/Bdkrb2/Adora1/Dock5/Slc5a1/Slc8a1/Nr3c1/Cav1/Dusp5/Smtnl2/C2cd4a/Ddah1/Vegfa/Slc6a4/Hmgcr/Hif1a/C2cd4b/Gja5/Gja1/Adrb1/Tbxas1/Alox5/Adra2c/F2r/Ptk2/Adora2a/Rgs2/Crp/Htr1d/Edn2/Pdgfb/Arhgap35/Pde2a/Atp1a2/Chga/Grk2/Mgll/Cftr/Adra1b/Slc16a2/Ocln/Adrb2/P2rx1/Drd1/Abcg2/Cacna1c/Chrm3/Rock2/Grip2/Gch1/Ext1/Serpinf2/Ptprm	57
GO:0031644	regulation of nervous system process	50/2803	194/28814	9.32637240445114e-11	1.52829792006624e-08	9.60022156646549e-09	Kcnj10/Slc8a2/Adora1/Oprl1/Ngfr/Rgs4/Gpr35/Akap9/Grm1/Il6/Chrnb4/Oprd1/Tmem98/Cbln1/Pard3/Ncam1/Zfhx2/Dlgap4/Ghsr/Nptx2/Grin2c/Ctss/Adra2c/Tnfrsf21/Cacng5/F2r/Fig4/Pclo/Cacng4/Grm3/Rnf10/Igsf9b/App/Chrna7/Tmem108/Dlg4/S100b/Grk2/Shisa7/Kcnc4/Mgll/Ntsr1/Adrb2/Baiap2/Ptk2b/Gsk3b/Rock2/Grip2/Jam2/Abat	50
GO:0006874	cellular calcium ion homeostasis	95/2803	500/28814	1.48572872656866e-10	2.3722135334213e-08	1.49013979701191e-08	Tacr1/Anxa6/Slc8a2/Stim2/Gpr65/Drd2/Trpc1/Bdkrb2/Ric3/Oprl1/Cckar/Itgav/Atp13a4/Tmem38b/Slc8a1/P2rx7/Lrp6/Pik3cg/Ackr2/Cacna1e/Ptgir/Tmem178/Cav1/Trhr/Slc35g1/Gpr35/Atp13a5/Slc24a5/Grm1/Itpr2/Crhr1/Hap1/Cacna1i/Stc2/Tcirg1/Kcnk3/Galr1/Epor/1600014C10Rik/Atp2a2/Gja1/Adrb1/Slc24a4/Fis1/C3ar1/Grin2c/Ibtk/Disc1/F2r/Adcy8/Itgb3/Lpar3/Tgm2/Rap1gds1/Calm1/Synpo/Lyn/Edn2/Saa2/Cav3/Mcu/Atp1a2/Micu1/Gtf2i/Atp2b3/Chga/App/Ackr3/Vapb/Dlg4/S100b/Atp2b2/Cacna1d/Adra1b/Atp1b1/Fzd2/Ntsr1/Cd55b/Adrb2/Atp2a3/P2rx1/Ghrh/Cacna2d1/Ywhae/Ryr3/Ank2/Drd1/Gck/Ptk2b/Cacna1c/Ccl28/Tmem64/Cxcl1/Lpar6/Trpc5	95
GO:0032956	regulation of actin cytoskeleton organization	76/2803	366/28814	1.54469655013305e-10	2.40470635441962e-08	1.51055062639326e-08	Arhgef10l/Tacr1/Capn1/Tmod3/Gpr65/Taok1/Gsn/Was/Rgs4/Carmil3/Neb/Map3k1/Akap13/Vangl2/Pak1/Tmod1/Rnd1/Pak2/Bcas3/Pak3/Ccl24/Arfip1/Rhobtb1/Arhgap44/Jam3/Ect2/Dlc1/Csf1r/Ntrk3/Itgb3/Ppfia1/Kank1/Smad4/Coro2b/Pfn2/Clasp1/Specc1l/Nck1/Prkcq/Cdc42ep4/Synpo/Cav3/Arhgap35/Wnt11/Kirrel/Ntf3/4930544G11Rik/Arpc1a/Rhpn1/Braf/Ppm1e/Grhl3/Hck/Nckap1l/Ccdc88a/Pycard/Crk/Rhof/Cdc42/Nrp1/Baiap2/Actg1/Tgfbr1/Ptk2b/Cyfip1/Sema5a/Eps8/Nck2/Rdx/Met/Tlr2/Rhob/Rnd2/Rock2/Dlg1/Serpinf2	76
GO:1903522	regulation of blood circulation	61/2803	266/28814	1.61555535389733e-10	2.45367394846796e-08	1.54131031966174e-08	Tacr1/Th/Avpr1b/Gaa/Drd2/Adora1/Dock5/Tmem38b/Slc8a1/Rgs4/Cacna1e/Cav1/Dusp5/Smtnl2/Akap9/Glrx3/Hopx/Hdac4/Hmgcr/Hif1a/Gja5/Atp2a2/Gja1/Adrb1/Tbxas1/Alox5/Adra2c/Tmem65/F2r/Cacna2d2/Irx5/Cacna1h/Rgs2/Calm1/Edn2/Pdgfb/Cav3/Atp1a2/Chga/App/Chrna7/Sema3a/Kcnh6/Grk2/Mgll/Cacna1d/Adra1b/Atp1b1/Kcne3/Smad7/Adrb2/Kcnj2/P2rx1/Cacna2d1/Ank2/Drd1/Cacna1c/Kcnd3/Chrm3/Dlg1/Gch1	61
GO:0001505	regulation of neurotransmitter levels	59/2803	254/28814	1.87387452337743e-10	2.77824206120745e-08	1.74519241325076e-08	Th/Kcnj10/Agtpbp1/Fbxl20/Gfap/Drd2/P2rx7/Rims3/Grin3a/Cplx4/Prkaca/Pak1/Cplx2/Erc2/Grm4/Grm7/Slc6a4/Stxbp3/Nrxn2/Atp2a2/Gad2/Git2/Stx3/Grik5/Vamp1/Hnmt/Doc2b/Itgb3/Syn3/Syt6/Adora2a/Chrnb2/Pfn2/Pclo/Ncs1/Htr6/Atp1a2/Slc4a8/Slc6a2/Asic1/Chrna7/Syt7/Kcnc4/Colq/Syn1/Braf/Cplx3/Pde1b/Maoa/Adrb2/P2rx1/Chrna3/Drd1/Slc29a4/Rims4/Moxd1/Ctbp2/Gsk3b/Abat	59
GO:0061458	reproductive system development	93/2803	488/28814	1.96172160461542e-10	2.84084661207912e-08	1.78451835563058e-08	Angpt1/Med1/Lhx3/Ccdc134/Rspo3/Tesc/Itgav/Slc8a1/Cga/Lrp6/Wnt9b/Mdfi/Tfeb/Plekha5/Rbm15/Akap9/Rara/Ntrk1/Nhlh2/Ccdc182/Nrip1/Vegfa/Hif1a/Snai1/Nog/Adam1a/Ptprn/Myocd/Schip1/Six3/Scaper/Hectd1/Epor/Cdkn1c/Gja1/Ghsr/Vash1/St14/Nfe2/Lhx4/Adam1b/Arid5b/Dlx3/Ctnnb1/Ascl2/Irx5/Prdm1/Ing2/Tcf7l2/Lef1/Ptn/Cited2/Smad4/Setd2/Neurog1/Fem1b/Nr5a1/Hmgb2/Edn2/Insl6/Tex19.1/Pdgfb/Spink2/Cyp7b1/Vwf/Sema3a/Lfng/Pcdh12/E2f7/Grk2/Anxa1/Cftr/Serpinb6a/Stk3/Stat5b/Igf1r/Sfrp1/Phlda2/Pgr/Esrrb/Taf4/Fndc3a/Ube3a/Tgfbr1/Rbp4/Gab1/Met/Eif2b2/Zfp568/Dlg1/Kit/Adgrg1/Wdr19	93
GO:0061387	regulation of extent of cell growth	38/2803	128/28814	2.03098787283378e-10	2.87430942821271e-08	1.8055385013039e-08	Sema4d/L1cam/Olfm1/Sema4c/Spg20/Pak1/Vegfa/Rab21/Fstl4/Sin3a/Ptprs/Sema3b/Sema5b/Wnt3/Disc1/Ntrk3/Sema6a/Ryk/Lpar3/Fxn/Bdnf/Myo5b/Shtn1/Dscam/Sema3a/Islr2/Mgll/Barhl2/Sema7a/Map1b/Nrp1/Sema6d/Cyfip1/Sema5a/Eif2b2/Rnd2/Gsk3b/Trpc5	38
GO:0035150	regulation of tube size	46/2803	174/28814	2.07901215957887e-10	2.87689082615503e-08	1.8071600432737e-08	Tacr1/Ece1/Avpr1b/Bdkrb2/Adora1/Dock5/Slc8a1/Wnt9b/Cav1/Dusp5/Smtnl2/Vegfa/Slc6a4/Hmgcr/Hif1a/Gja5/Gja1/Adrb1/Tbxas1/Alox5/Adra2c/F2r/Ptk2/Adora2a/Rgs2/Crp/Htr1d/Edn2/Pdgfb/Atp1a2/Chga/Grk2/Mgll/Cftr/Adra1b/Adrb2/P2rx1/Drd1/Cacna1c/Chrm3/Rock2/Grip2/Gch1/Ext1/Serpinf2/Ptprm	46
GO:0048762	mesenchymal cell differentiation	57/2803	242/28814	2.14376801993229e-10	2.90200944785182e-08	1.82293866408887e-08	Anxa6/Sema4d/Zfp64/Il17rd/Pef1/Epha4/Lrp6/Foxa2/Sema4c/Zfp703/Vangl2/Il6/Acvr1/Coro1c/Vegfa/Hif1a/Snai1/Nog/Myocd/Wwtr1/Gja1/Sema3b/Sema5b/Bambi/Ctnnb1/Tcf7l2/Phox2b/Lef1/Spry1/Sema6a/Cited2/Smad4/Clasp1/Jag1/Wnt11/Erbb4/Sema3a/Tgfbr2/Alx1/Fuz/Tbx20/Gcnt2/Sfrp1/Smad7/Tbx1/Sema7a/Glipr2/Cdc42/Nrp1/Klhl12/Adipor1/Sema6d/Tgfbr1/Sema5a/Gsk3b/Rock2/Ext1	57
GO:0048732	gland development	91/2803	476/28814	2.58691947616752e-10	3.35598907876982e-08	2.10811245031546e-08	Ptf1a/Socs2/Med1/Capn1/Lhx3/Ccdc40/Drd2/Insm1/Edar/Rpgrip1l/Cga/Lrp6/Prop1/Nr3c1/Kalrn/Onecut1/Cav1/Lmo4/Zfp703/Il6/Vegfa/Crhr1/Msn/Jun/Hif1a/Nog/Six3/Cdkn1c/Gja1/Cbx7/Foxe1/Arid5b/Gpat4/Aacs/Ctnnb1/Tcf7l2/Cdk5rap3/Lef1/Onecut2/Ptn/Ccnb2/Fadd/Cited2/Smad4/Tgm2/Gli3/Fgf1/Fem1b/Pthlh/Nr5a1/Ccdc39/Id2/Fa2h/Pdgfb/Cav3/Arhgap35/Cyp7b1/Vwf/Erbb4/Sema3a/Tgfbr2/E2f7/Rb1cc1/Anxa1/Atp2b2/Sec63/Tgfa/Braf/Foxb1/Stat5b/Pkm/Igf1r/Sfrp1/Man2a1/Lrp5/Mafb/Tbx1/Robo1/Pgr/Ghrh/Upb1/Nrp1/Ube3a/Tgfbr1/Met/Cela1/Foxn1/Nfatc3/Irs1/Ext1/Rag1	91
GO:0003015	heart process	58/2803	250/28814	2.79987285433397e-10	3.51400093091706e-08	2.20736985103713e-08	Th/Gaa/Drd2/Adora1/Gsn/Tmem38b/Slc8a1/Rgs4/Cacna1e/Myl1/Cav1/Akap9/Akap13/Glrx3/Hopx/Hdac4/Gja5/Wwtr1/Atp2a2/Gja1/Adrb1/Gnai2/Scn1a/Tmem65/Cacna2d2/Irx5/Cacna1h/Rgs2/Srsf1/Rap1gds1/Calm1/Edn2/Cav3/Atp1a2/Map2k3/Chga/Chrna7/Sema3a/Kcnh6/Grk2/Cacna1d/Adra1b/Atp1b1/Kcne3/Smad7/Adrb2/Kcnj2/Cacna2d1/Cdc42/Ank2/Myl7/Cacna1c/Kcnd3/Met/Chrm3/Dlg1/Gch1/Ext1	58
GO:0071805	potassium ion transmembrane transport	51/2803	206/28814	2.89150512956108e-10	3.53047106701507e-08	2.21771580215665e-08	Atp4a/Kcnj9/Kcnj10/Kcnip1/Kcnj6/Kcnc2/Kcnv2/Kcng1/Amigo1/Kcnip2/Tmem38b/Kcnt1/Rgs4/Atp4b/Cav1/Akap9/Kcns2/Neto2/Kcnk3/Slc24a4/Kcnk9/Slc9a8/Kcnab1/Kcna4/Kcnk10/Kcna3/Kcnj16/Calm1/Kcng4/Kcnt2/Cav3/Atp1a4/Atp1a2/Kcnh6/Kcnh3/Wwp2/Fhl1/Kcnc4/Cacna1d/Kcnj3/Atp1b1/Kcne3/Kcnj2/Ywhae/Slc9a6/Ank2/Kcnj15/Kcnd3/Kcnk15/Dlg1/Nedd4	51
GO:0010563	negative regulation of phosphorus metabolic process	88/2803	457/28814	3.48363206337146e-10	4.09293902992719e-08	2.57103808291725e-08	Angpt1/Sema4d/Gadd45g/Drd2/Bdkrb2/Myog/Insm1/Bod1/Slc8a1/Lrp6/Ptpro/Pik3ip1/Foxa2/Cav1/Paqr3/Gfra2/Il6/Coro1c/Hdac4/Ddr2/Ikbkb/Hmgcr/Pwp1/Hnrnpu/Jun/Pard3/Socs5/Nog/Ogt/Myocd/Wwtr1/Pkig/Shb/Apoc1/Cdkn1c/Inpp5f/Prkar1a/Trib1/Gnai2/Pip4k2b/Ppp2r5a/Cnksr3/Ibtk/Trp73/Camk2n1/Ppp1r26/Cdk5rap3/Spry1/Ntrk3/Prkag2/Ptprb/Ptprh/Adora2a/Rgs2/Adar/Nck1/Lyn/Rassf2/Pdgfb/Cav3/Kirrel/Ppp1r16b/Ntf3/Chrna7/Mtch2/Ephb2/Hspa4/Grk2/Igfbp3/Klhl31/Ppm1e/Plpp3/Prkar2b/Nckap1l/Sfrp1/Ocln/Lrp5/Smad7/Pycard/Ywhae/Drd1/Nck2/Met/Gsk3b/Rock2/Irak3/Fem1a/Ddit4	88
GO:0045936	negative regulation of phosphate metabolic process	88/2803	457/28814	3.48363206337146e-10	4.09293902992719e-08	2.57103808291725e-08	Angpt1/Sema4d/Gadd45g/Drd2/Bdkrb2/Myog/Insm1/Bod1/Slc8a1/Lrp6/Ptpro/Pik3ip1/Foxa2/Cav1/Paqr3/Gfra2/Il6/Coro1c/Hdac4/Ddr2/Ikbkb/Hmgcr/Pwp1/Hnrnpu/Jun/Pard3/Socs5/Nog/Ogt/Myocd/Wwtr1/Pkig/Shb/Apoc1/Cdkn1c/Inpp5f/Prkar1a/Trib1/Gnai2/Pip4k2b/Ppp2r5a/Cnksr3/Ibtk/Trp73/Camk2n1/Ppp1r26/Cdk5rap3/Spry1/Ntrk3/Prkag2/Ptprb/Ptprh/Adora2a/Rgs2/Adar/Nck1/Lyn/Rassf2/Pdgfb/Cav3/Kirrel/Ppp1r16b/Ntf3/Chrna7/Mtch2/Ephb2/Hspa4/Grk2/Igfbp3/Klhl31/Ppm1e/Plpp3/Prkar2b/Nckap1l/Sfrp1/Ocln/Lrp5/Smad7/Pycard/Ywhae/Drd1/Nck2/Met/Gsk3b/Rock2/Irak3/Fem1a/Ddit4	88
GO:0050878	regulation of body fluid levels	76/2803	373/28814	3.87564518935587e-10	4.469193072985e-08	2.80738743151002e-08	Tacr1/Socs2/Med1/Drd2/Trpc1/Blk/Adora1/Oprl1/Serpind1/Chrm1/Cckar/Papss2/Thbs1/Ptpro/Copa/Foxa2/Kalrn/Cav1/Lnpk/Pear1/Il6/Vegfa/Prss56/Hif1a/Stxbp3/Gja5/Bloc1s4/Nfe2l2/Gja1/Adrb1/Gnai2/Gnas/Trp73/Gpat4/Adra2c/Ncor2/F2r/Itgb3/Adora2a/Coro2b/Neurog1/Prkcq/Hps6/Lyn/Hps5/Mllt6/Fa2h/Pdgfb/Bloc1s3/Rab14/Vwf/Erbb4/Adtrp/Ephb2/Il6ra/Cftr/Atp2b2/F10/Foxb1/Grhl3/Stat5b/Lyst/Adrb2/P2rx1/Slc4a5/Anxa5/Fzd6/Rab27a/Met/Chrm3/Hpse/Cd9/Pnpla1/Ext1/Abat/Serpinf2	76
GO:0016055	Wnt signaling pathway	87/2803	451/28814	3.99242443554846e-10	4.52015035639278e-08	2.83939697655466e-08	Daam1/Tle3/Rnf43/Drd2/Lrp4/Rspo3/Sox7/Lrp6/Prop1/Wnt9b/Bcl9/Mdfi/Ptpro/Cav1/Vgll4/Ppp2r3a/Sox30/Zfp703/Vangl2/Nog/Rbms3/Six3/Wwtr1/Klf15/Rnf213/D1Pas1/Dlx3/Bambi/Dkk3/Plekha4/Wnt3/Ctnnb1/Disc1/Tcf7l2/Lef1/Ryk/Gpc4/Kank1/Krt6a/Mcc/Cyld/Rapgef1/Mdfic/Gli3/Tnks/Hic1/Ldb1/Pbxip1/Jade1/Nfkb1/Wnt11/Fzd3/Hbp1/App/Shisa2/Amer2/Ccdc88c/Apcdd1/Tpbgl/Fuz/Prdm15/Rnf138/Grhl3/Stk3/Fzd2/Prkaa2/Plpp3/Sfrp1/Lrp5/Cmah/Frmd8/Wwox/Ctnnd2/Rspo1/Tle4/Klhl12/Cthrc1/Fzd6/Pygo1/Sema5a/Cela1/Tlr2/Gsk3b/Tmem64/Adgra2/Ext1/Nxn	87
GO:0060562	epithelial tube morphogenesis	79/2803	395/28814	4.41516719370146e-10	4.90950823485339e-08	3.08397768642756e-08	Clic4/Angpt1/Med1/Ccdc40/Hs3st3b1/Irx1/Epha4/Stard13/Lrp6/Wnt9b/Foxa2/Nr3c1/Rbm15/Lmo4/Prkaca/Rara/Sema4c/Vangl2/Pak1/Acvr1/Vegfa/Hif1a/Kdm2b/Hs2st1/Nog/Hectd1/Gja1/Tctn1/Ipmk/St14/Dlc1/Mycn/Ctnnb1/Lef1/Spry1/Cited2/Smad4/Setd2/Rab23/Specc1l/Gli3/Fgf1/Mgp/Pthlh/Ccdc39/Apaf1/Cav3/Arhgap35/Fzd3/Cluap1/Maged1/Tgfbr2/Hdac5/Eya1/Alx1/Sall4/Fuz/Grhl3/Stk3/Ctsz/Fzd2/Tbx20/Sfrp1/Enah/Pik3cd/Lrp5/Tbx1/Robo1/Pgr/Nrp1/Cthrc1/Fzd6/Sema5a/Met/Rhob/Nfatc3/Rock2/Dlg1/Ext1	79
GO:0198738	cell-cell signaling by wnt	87/2803	453/28814	5.02448729336802e-10	5.48903199575486e-08	3.4480138101857e-08	Daam1/Tle3/Rnf43/Drd2/Lrp4/Rspo3/Sox7/Lrp6/Prop1/Wnt9b/Bcl9/Mdfi/Ptpro/Cav1/Vgll4/Ppp2r3a/Sox30/Zfp703/Vangl2/Nog/Rbms3/Six3/Wwtr1/Klf15/Rnf213/D1Pas1/Dlx3/Bambi/Dkk3/Plekha4/Wnt3/Ctnnb1/Disc1/Tcf7l2/Lef1/Ryk/Gpc4/Kank1/Krt6a/Mcc/Cyld/Rapgef1/Mdfic/Gli3/Tnks/Hic1/Ldb1/Pbxip1/Jade1/Nfkb1/Wnt11/Fzd3/Hbp1/App/Shisa2/Amer2/Ccdc88c/Apcdd1/Tpbgl/Fuz/Prdm15/Rnf138/Grhl3/Stk3/Fzd2/Prkaa2/Plpp3/Sfrp1/Lrp5/Cmah/Frmd8/Wwox/Ctnnd2/Rspo1/Tle4/Klhl12/Cthrc1/Fzd6/Pygo1/Sema5a/Cela1/Tlr2/Gsk3b/Tmem64/Adgra2/Ext1/Nxn	87
GO:0097746	regulation of blood vessel diameter	45/2803	173/28814	5.75767080762054e-10	5.97550268650885e-08	3.75359731949438e-08	Tacr1/Ece1/Avpr1b/Bdkrb2/Adora1/Dock5/Slc8a1/Cav1/Dusp5/Smtnl2/Vegfa/Slc6a4/Hmgcr/Hif1a/Gja5/Gja1/Adrb1/Tbxas1/Alox5/Adra2c/F2r/Ptk2/Adora2a/Rgs2/Crp/Htr1d/Edn2/Pdgfb/Atp1a2/Chga/Grk2/Mgll/Cftr/Adra1b/Adrb2/P2rx1/Drd1/Cacna1c/Chrm3/Rock2/Grip2/Gch1/Ext1/Serpinf2/Ptprm	45
GO:0035265	organ growth	52/2803	217/28814	6.80831845981573e-10	6.95006541791353e-08	4.3657828121959e-08	Anxa6/Tmem38b/Cga/Rgs4/Thbs1/Nr3c1/Vgll4/Rara/Akap13/Pak1/Map2k4/Ddr2/Slc6a4/Nog/Myocd/Ncam1/Gja1/Adrb1/Prkar1a/Sav1/Trp73/Ctnnb1/Cacna2d2/Tcf7l2/Ptk2/Cited2/Yy1/Rgs2/Pdlim5/Fgf1/Dusp9/Cav3/Fxn/Erbb4/Tgfbr2/Rarb/Adra1b/Stk3/Cdk1/Tbx20/Smad1/Poc1a/Por/Lmx1b/Ube3a/Tgfbr1/Rbp4/Cacna1c/Gsk3b/Ankrd26/Ext1/Carm1	52
GO:0090257	regulation of muscle system process	58/2803	256/28814	7.37785266984507e-10	7.409982028246e-08	4.65468599679869e-08	Tacr1/Anxa6/Ece1/Ncf1/Myog/Adora1/Dock5/Tmem38b/Slc8a1/Rgs4/Mymk/Nr3c1/Cav1/Akap9/Pak1/Glrx3/Hdac4/Chrnb4/Myocd/Gja5/Atp2a2/Ghsr/Adrb1/Fbxo32/Srl/Adra2c/F2r/Ptk2/Cacna1h/Smad4/Yy1/Rgs2/Becn1/Calm1/Neurog1/Edn2/Ormdl3/Cav3/Atp1a2/Gtf2i/Chga/Grk2/Adra1b/Atp1b1/Smad7/Adrb2/Kcnj2/P2rx1/Chrna3/Ank2/Cacna1c/Chrm3/Gsk3b/Calcrl/Rock2/Dlg1/Abat/Kit	58
GO:0033674	positive regulation of kinase activity	84/2803	435/28814	7.56493370806646e-10	7.47727653970315e-08	4.69695800487468e-08	Ltk/Angpt1/Epha8/Il12b/Slc8a2/Nbn/Ang4/Drd2/Adora1/Xrcc6/Epha4/P2rx7/Pik3r4/Chil1/Pik3cg/Thbs1/Higd1a/Parp16/Lmtk2/Marcks/Psmd10/Map3k1/Lmo4/Cdc6/Akap13/Ntrk1/Vangl2/Pak1/Vac14/Map2k4/Ddr2/Vegfa/Kif14/Xrcc5/Cacul1/D1Pas1/Ect2/Adam17/Adra2c/Csf1r/Adcy8/Ntrk3/Itgb3/Ryk/Ptk2/Prkag2/Nod2/Mmd/Clu/Ccnd3/Fgf1/Lyn/Fbxw7/Rassf2/Ern1/Pdgfb/Camkk2/Erbb4/Map2k3/Ntf3/App/Maged1/Dlg4/Ephb2/Tgfbr2/Il6ra/Tgfa/Nedd9/Igf1r/Ccdc88a/Adam9/Adrb2/Robo1/Map2k5/Chrna3/Cdc42/Ptk2b/Gab1/Mrnip/Met/Unc119/Dlg1/Irs1/Kit	84
GO:0048511	rhythmic process	65/2803	307/28814	1.40598038121716e-09	1.23310420194919e-07	7.74592008391843e-08	Piwil2/Drd2/Adora1/Oprl1/Suv39h1/Clock/Rai1/Ngfr/Ass1/Grin3a/Ces1d/Fbxl22/Ankfn1/Ntrk1/Il6/Nhlh2/Nrip1/Slc6a4/Hnrnpu/Nampt/Ogt/Ptprn/Schip1/Sin3a/Six3/Scaper/Prokr1/Fbxl12/Adrb1/Mapk8/Enpp2/Ptn/Ntrk3/Adora2a/Chrnb2/Dhx9/Nr5a1/Mybbp1a/Id2/Edn2/Zpbp2/Fbxw7/Bdnf/Cyp7b1/Rora/Chrna7/Maged1/Grk2/Anxa1/Pspc1/Cdk1/Stat5b/Prkaa2/Prkg2/Igf1r/Pgr/Ghrh/Dtl/Gpr176/Drd1/Nps/Ube3a/Gsk3b/Rock2/Atoh7	65
GO:0030900	forebrain development	78/2803	398/28814	1.5050444683519e-09	1.30165443117045e-07	8.17652813508135e-08	Agtpbp1/Lhx3/Drd2/Cckar/Cep120/Rpgrip1l/Lrp6/Prop1/Nr2e1/Mdga1/Pak1/Nhlh2/Tacc1/Zbtb18/Kif14/Hap1/Fezf1/Hif1a/Kdm2b/Nog/Ncam1/Sin3a/Six3/Tctn1/Cntn2/Ptprs/Tbr1/Trp73/Dlc1/Ncor2/Aplp2/Tra2b/Ctnnb1/Csf1r/Disc1/Tcf7l2/Lef1/Ryk/Chrnb2/Setd2/Rtn4rl1/Gli3/Id2/Apaf1/Robo2/Htr6/Arhgap35/Atp1a2/Erbb4/Kirrel3/App/Sema3a/Tacc2/Tmem108/Ephb2/Rarb/Pou3f1/Foxb1/Fbxo45/Robo1/Rnf7/Sema7a/Ghrh/Neurod6/Ywhae/Crk/Nrp1/Drd1/Otx1/Sema5a/Tal2/Dct/Rfx4/Gsk3b/Numbl/Ext1/Prdm8/Adgrg1	78
GO:0060560	developmental growth involved in morphogenesis	61/2803	281/28814	1.61646424094763e-09	1.37886614087409e-07	8.66154451241727e-08	Med1/Sema4d/L1cam/Lrp6/Olfm1/Sema4c/Spg20/Vangl2/Pak1/Vegfa/Rab21/Fstl4/Sin3a/Rnf157/Ptprs/Sema3b/Auts2/Sema5b/Wnt3/Ctnnb1/Csf1r/Disc1/Spry1/Ntrk3/Sema6a/Ryk/Lpar3/Fgf1/Pthlh/Picalm/Edn2/Wnt11/Fxn/Bdnf/Myo5b/Shtn1/Dscam/App/Sema3a/Tmem108/Tgfbr2/Islr2/Mgll/Barhl2/Postn/Sfrp1/Robo1/Flrt1/Sema7a/Map1b/Nrp1/Slc9a6/Sema6d/Cyfip1/Sema5a/Eif2b2/Rnd2/Gsk3b/Zfp568/Ext1/Trpc5	61
GO:0006836	neurotransmitter transport	55/2803	242/28814	1.78014692935027e-09	1.49796958500866e-07	9.4097098000933e-08	Th/Kcnj10/Fbxl20/Gfap/Drd2/P2rx7/Rims3/Grin3a/Cplx4/Prkaca/Pak1/Cplx2/Erc2/Grm4/Grm7/Slc6a4/Ddc/Stxbp3/Nrxn2/Atp2a2/Sv2c/Git2/Stx3/Grik5/Vamp1/Slc10a4/Doc2b/Itgb3/Syn3/Syt6/Adora2a/Chrnb2/Pfn2/Pclo/Ncs1/Htr6/Atp1a2/Slc4a8/Slc6a2/Asic1/Chrna7/Syt7/Kcnc4/Syn1/Braf/Cplx3/Adrb2/P2rx1/Chrna3/Drd1/Slc29a4/Rims4/Ctbp2/Gsk3b/Slc17a8	55
GO:0006887	exocytosis	80/2803	414/28814	1.84239461033684e-09	1.529678831809e-07	9.60889596071816e-08	Fbxl20/Exoc3l2/Drd2/Blk/P2rx7/Rims3/Pram1/Grin3a/Anxa3/Cplx4/Syt15/Prkaca/Pak1/Cplx2/Milr1/Erc2/Grm4/Grm7/Crhr1/Rab21/Hap1/Stxbp3/Rab8b/Cacna1i/Ncam1/Atp2a2/Syt13/Rab11fip2/Exoc1/Gnai2/Git2/Stx3/Grik5/Vamp1/Doc2b/Syt6/Syt16/Cacna1h/Rab3ip/Adora2a/Chrnb2/Pfn2/Clasp1/Pclo/Lyn/Ncs1/Rest/Clnk/Stam/Slc4a8/Myo5b/Chga/Rph3al/Chrna7/Syt7/Anxa1/Cftr/Braf/Ywhaz/Cplx3/Hck/Nckap1l/Mical3/Atp9a/Adrb2/P2rx1/Chrna3/Exoc3/Exoc8/Tcp11/Drd1/Rab27a/Cacna1c/Rims4/Vps4a/Ctbp2/Pou5f1/Gsk3b/Kit/Eqtn	80
GO:0042060	wound healing	74/2803	374/28814	2.54570858887795e-09	2.00659840290418e-07	1.26047343321392e-07	Anxa6/Blk/Serpind1/Papss2/Thbs1/Foxa2/Cav1/Map3k1/Lnpk/Pear1/Vangl2/Pak1/Il6/Ddr2/Vegfa/Evpl/Hmgcr/Prss56/Hif1a/Stxbp3/Pard3/Nog/Bloc1s4/Nfe2l2/Ajap1/Gja1/Adrb1/Gnas/Alox5/Adra2c/F2r/Adipor2/Itgb3/Ptk2/Kank1/Krt6a/Smad4/Crp/Clasp1/Fgf1/Wfdc1/Prkcq/Hps6/Lyn/Hps5/Pdgfb/Cav3/Arhgap35/Bloc1s3/Vwf/Adtrp/Ephb2/Syt7/Il6ra/Anxa1/F10/Timp1/Grhl3/Plpp3/Elk3/Lyst/Adrb2/P2rx1/Crk/Anxa5/Fzd6/Actg1/Rab27a/Hpse/Cd9/Mylk/Ext1/Abat/Serpinf2	74
GO:0007626	locomotory behavior	58/2803	265/28814	2.9248308527084e-09	2.24850885429818e-07	1.4124329367985e-07	Th/Kcnj10/Agtpbp1/Gaa/Drd2/Ntan1/Oprl1/Epha4/Sez6/Cacna1e/Foxa2/Kalrn/Ankfn1/Tmod1/Grm1/Aph1c/Chrnb4/Oprd1/Crhr1/Inpp5f/Ghsr/Cntn2/Npc1/Scn1a/Klhl1/Aplp2/Fig4/Adcy8/Arrdc3/Pbx3/Adora2a/Chrnb2/Id2/Atp1a2/Gpr37/Fxn/Dscam/App/Dlg4/Dmbx1/Nav2/Atp2b2/Adra1b/Ntsr1/Pde1b/Sez6l/Chrna3/Fign/Drd1/Lmx1b/Dmrt3/Tbce/Ube3a/Rcan1/Cacna1c/Eps8/Gbx1/Abat	58
